match_id,match_date,kick_off,home_score,away_score,match_status,match_status_360,last_updated,last_updated_360,match_week,competition_competition_id,competition_country_name,competition_competition_name,season_season_id,season_season_name,home_team_home_team_id,home_team_home_team_name,home_team_home_team_gender,home_team_home_team_group,home_team_country_id,home_team_country_name,home_team_managers,away_team_away_team_id,away_team_away_team_name,away_team_away_team_gender,away_team_away_team_group,away_team_country_id,away_team_country_name,away_team_managers,metadata_data_version,metadata_shot_fidelity_version,metadata_xy_fidelity_version,competition_stage_id,competition_stage_name,stadium_id,stadium_name,stadium_country_id,stadium_country_name,referee_id,referee_name,referee_country_id,referee_country_name
3817870,2022-03-06,16:00:00.000,4,4,available,unscheduled,2022-04-14T17:02:43.532901,,22,1238,India,Indian Super league,108,2021/2022,7288,Goa,male,,105,India,"[{'id': 1000942, 'name': 'Derrick Pereira', 'nickname': None, 'dob': '1962-03-16', 'country': {'id': 105, 'name': 'India'}}]",7283,Kerala Blasters,male,,105,India,"[{'id': 1000614, 'name': 'Ivan Vukomanović', 'nickname': None, 'dob': '1977-06-19', 'country': {'id': 203, 'name': 'Serbia'}}]",1.1.0,2,2,1,Regular Season,5810.0,GMC Athletic Stadium,105.0,India,1005029.0,Aditya Purkayastha,105.0,India
3817899,2022-03-04,16:00:00.000,5,1,available,unscheduled,2022-04-03T19:19:31.185823,,20,1238,India,Indian Super league,108,2021/2022,2021,Jamshedpur,male,,105,India,"[{'id': 1000617, 'name': 'Owen Columba Coyle', 'nickname': None, 'dob': '1966-07-14', 'country': {'id': 201, 'name': 'Scotland'}}]",7291,Odisha,male,,105,India,"[{'id': 1000992, 'name': 'Joaquín García', 'nickname': None, 'dob': None, 'country': {'id': 214, 'name': 'Spain'}}]",1.1.0,2,2,1,Regular Season,5810.0,GMC Athletic Stadium,105.0,India,1004970.0,Pratik Mondal,105.0,India
3817866,2022-03-02,16:00:00.000,3,1,available,unscheduled,2022-12-01T19:55:25.147080,,13,1238,India,Indian Super league,108,2021/2022,7283,Kerala Blasters,male,,105,India,"[{'id': 1000614, 'name': 'Ivan Vukomanović', 'nickname': None, 'dob': '1977-06-19', 'country': {'id': 203, 'name': 'Serbia'}}]",7287,Mumbai City,male,,105,India,"[{'id': 1000803, 'name': 'Des Buckingham', 'nickname': None, 'dob': '1985-02-07', 'country': {'id': 68, 'name': 'England'}}]",1.1.0,2,2,1,Regular Season,1000401.0,Tilak Maidan Stadium,105.0,India,1004912.0,Raul Gupta,105.0,India
3817889,2022-03-03,16:00:00.000,0,1,available,unscheduled,2022-06-08T12:40:59.857067,,20,1238,India,Indian Super league,108,2021/2022,7290,Chennaiyin,male,,105,India,"[{'id': 1001087, 'name': 'Syed Sabir Pasha', 'nickname': None, 'dob': '1972-11-05', 'country': {'id': 105, 'name': 'India'}}]",7282,ATK Mohun Bagan,male,,105,India,"[{'id': 2815, 'name': 'Juan Ferrando Fenol', 'nickname': 'Juan Ferrando', 'dob': '1981-01-02', 'country': {'id': 214, 'name': 'Spain'}}]",1.1.0,2,2,1,Regular Season,1000400.0,Pandit Jawaharlal Nehru Stadium,105.0,India,1004906.0,Crystal John,105.0,India
3817887,2022-03-05,18:00:00.000,2,1,available,unscheduled,2022-04-03T19:26:10.994403,,21,1238,India,Indian Super league,108,2021/2022,7289,Hyderabad,male,,105,India,"[{'id': 503, 'name': 'Manuel Márquez Roca', 'nickname': 'Manolo Márquez', 'dob': '1968-09-07', 'country': {'id': 214, 'name': 'Spain'}}]",7287,Mumbai City,male,,105,India,"[{'id': 1000803, 'name': 'Des Buckingham', 'nickname': None, 'dob': '1985-02-07', 'country': {'id': 68, 'name': 'England'}}]",1.1.0,2,2,1,Regular Season,1000400.0,Pandit Jawaharlal Nehru Stadium,105.0,India,1004863.0,Harish Kundu,105.0,India
3817872,2022-02-21,16:00:00.000,2,1,available,unscheduled,2022-03-03T19:12:00.419900,,19,1238,India,Indian Super league,108,2021/2022,7284,Bengaluru,male,,105,India,"[{'id': 1000615, 'name': 'Marco Pezzaiuoli', 'nickname': None, 'dob': '1968-11-16', 'country': {'id': 85, 'name': 'Germany'}}]",7291,Odisha,male,,105,India,"[{'id': 1000992, 'name': 'Joaquín García', 'nickname': None, 'dob': None, 'country': {'id': 214, 'name': 'Spain'}}]",1.1.0,2,2,1,Regular Season,5810.0,GMC Athletic Stadium,105.0,India,1004958.0,Senthil Nathan,105.0,India
3817900,2022-02-20,16:00:00.000,1,4,available,unscheduled,2022-03-03T19:06:36.076838,,22,1238,India,Indian Super league,108,2021/2022,7290,Chennaiyin,male,,105,India,"[{'id': 1001087, 'name': 'Syed Sabir Pasha', 'nickname': None, 'dob': '1972-11-05', 'country': {'id': 105, 'name': 'India'}}]",2021,Jamshedpur,male,,105,India,"[{'id': 1000617, 'name': 'Owen Columba Coyle', 'nickname': None, 'dob': '1966-07-14', 'country': {'id': 201, 'name': 'Scotland'}}]",1.1.0,2,2,1,Regular Season,1000401.0,Tilak Maidan Stadium,105.0,India,1005422.0,Tejas Nagvenkar,105.0,India
3817855,2022-02-19,16:00:00.000,2,2,available,unscheduled,2022-03-03T18:59:17.264264,,14,1238,India,Indian Super league,108,2021/2022,7283,Kerala Blasters,male,,105,India,"[{'id': 1000614, 'name': 'Ivan Vukomanović', 'nickname': None, 'dob': '1977-06-19', 'country': {'id': 203, 'name': 'Serbia'}}]",7282,ATK Mohun Bagan,male,,105,India,"[{'id': 2815, 'name': 'Juan Ferrando Fenol', 'nickname': 'Juan Ferrando', 'dob': '1981-01-02', 'country': {'id': 214, 'name': 'Spain'}}]",1.1.0,2,2,1,Regular Season,1000401.0,Tilak Maidan Stadium,105.0,India,1004912.0,Raul Gupta,105.0,India
3817863,2022-02-19,18:00:00.000,3,2,available,unscheduled,2022-03-03T18:53:21.440621,,19,1238,India,Indian Super league,108,2021/2022,7289,Hyderabad,male,,105,India,"[{'id': 503, 'name': 'Manuel Márquez Roca', 'nickname': 'Manolo Márquez', 'dob': '1968-09-07', 'country': {'id': 214, 'name': 'Spain'}}]",7288,Goa,male,,105,India,"[{'id': 1000942, 'name': 'Derrick Pereira', 'nickname': None, 'dob': '1962-03-16', 'country': {'id': 105, 'name': 'India'}}]",1.1.0,2,2,1,Regular Season,5810.0,GMC Athletic Stadium,105.0,India,2459.0,Arumughan Rowan,105.0,India
3817877,2022-02-18,16:00:00.000,2,1,available,unscheduled,2022-03-03T18:47:39.353532,,18,1238,India,Indian Super league,108,2021/2022,7285,NorthEast United,male,,105,India,"[{'id': 1000616, 'name': 'Khalid Ahmed Jamil', 'nickname': None, 'dob': '1977-04-21', 'country': {'id': 105, 'name': 'India'}}]",7284,Bengaluru,male,,105,India,"[{'id': 1000615, 'name': 'Marco Pezzaiuoli', 'nickname': None, 'dob': '1968-11-16', 'country': {'id': 85, 'name': 'Germany'}}]",1.1.0,2,2,1,Regular Season,1000400.0,Pandit Jawaharlal Nehru Stadium,105.0,India,1004922.0,Ramachandran Venkatesh,105.0,India
3817901,2022-02-17,16:00:00.000,3,2,available,unscheduled,2022-04-14T16:50:42.280271,,14,1238,India,Indian Super league,108,2021/2022,2021,Jamshedpur,male,,105,India,"[{'id': 1000617, 'name': 'Owen Columba Coyle', 'nickname': None, 'dob': '1966-07-14', 'country': {'id': 201, 'name': 'Scotland'}}]",7287,Mumbai City,male,,105,India,"[{'id': 1000803, 'name': 'Des Buckingham', 'nickname': None, 'dob': '1985-02-07', 'country': {'id': 68, 'name': 'England'}}]",1.1.0,2,2,1,Regular Season,5810.0,GMC Athletic Stadium,105.0,India,1004863.0,Harish Kundu,105.0,India
3817880,2022-02-16,16:00:00.000,2,2,available,unscheduled,2022-03-03T18:36:17.138398,,21,1238,India,Indian Super league,108,2021/2022,7291,Odisha,male,,105,India,"[{'id': 1000992, 'name': 'Joaquín García', 'nickname': None, 'dob': None, 'country': {'id': 214, 'name': 'Spain'}}]",7290,Chennaiyin,male,,105,India,"[{'id': 1001087, 'name': 'Syed Sabir Pasha', 'nickname': None, 'dob': '1972-11-05', 'country': {'id': 105, 'name': 'India'}}]",1.1.0,2,2,1,Regular Season,1000401.0,Tilak Maidan Stadium,105.0,India,1004970.0,Pratik Mondal,105.0,India
3817902,2022-02-14,16:00:00.000,1,0,available,unscheduled,2022-12-01T19:54:42.700219,,21,1238,India,Indian Super league,108,2021/2022,7283,Kerala Blasters,male,,105,India,"[{'id': 1000614, 'name': 'Ivan Vukomanović', 'nickname': None, 'dob': '1977-06-19', 'country': {'id': 203, 'name': 'Serbia'}}]",7286,East Bengal,male,,105,India,"[{'id': 1000962, 'name': 'Mario Rivera Campesino', 'nickname': 'Mario Rivera', 'dob': '1977-08-13', 'country': {'id': 214, 'name': 'Spain'}}]",1.1.0,2,2,1,Regular Season,1000401.0,Tilak Maidan Stadium,105.0,India,1005029.0,Aditya Purkayastha,105.0,India
3817862,2022-02-13,16:00:00.000,4,1,available,unscheduled,2022-03-03T18:24:30.321129,,22,1238,India,Indian Super league,108,2021/2022,7287,Mumbai City,male,,105,India,"[{'id': 1000803, 'name': 'Des Buckingham', 'nickname': None, 'dob': '1985-02-07', 'country': {'id': 68, 'name': 'England'}}]",7291,Odisha,male,,105,India,"[{'id': 1000992, 'name': 'Joaquín García', 'nickname': None, 'dob': None, 'country': {'id': 214, 'name': 'Spain'}}]",1.1.0,2,2,1,Regular Season,1000400.0,Pandit Jawaharlal Nehru Stadium,105.0,India,1004958.0,Senthil Nathan,105.0,India
3817873,2022-02-12,16:00:00.000,3,1,available,unscheduled,2022-03-03T18:18:17.863862,,22,1238,India,Indian Super league,108,2021/2022,7282,ATK Mohun Bagan,male,,105,India,"[{'id': 2815, 'name': 'Juan Ferrando Fenol', 'nickname': 'Juan Ferrando', 'dob': '1981-01-02', 'country': {'id': 214, 'name': 'Spain'}}]",7285,NorthEast United,male,,105,India,"[{'id': 1000616, 'name': 'Khalid Ahmed Jamil', 'nickname': None, 'dob': '1977-04-21', 'country': {'id': 105, 'name': 'India'}}]",1.1.0,2,2,1,Regular Season,1000400.0,Pandit Jawaharlal Nehru Stadium,105.0,India,1004922.0,Ramachandran Venkatesh,105.0,India
3817869,2022-02-11,16:00:00.000,1,2,available,unscheduled,2022-03-03T18:11:29.479253,,22,1238,India,Indian Super league,108,2021/2022,7284,Bengaluru,male,,105,India,"[{'id': 1000615, 'name': 'Marco Pezzaiuoli', 'nickname': None, 'dob': '1968-11-16', 'country': {'id': 85, 'name': 'Germany'}}]",7289,Hyderabad,male,,105,India,"[{'id': 503, 'name': 'Manuel Márquez Roca', 'nickname': 'Manolo Márquez', 'dob': '1968-09-07', 'country': {'id': 214, 'name': 'Spain'}}]",1.1.0,2,2,1,Regular Season,5810.0,GMC Athletic Stadium,105.0,India,1005422.0,Tejas Nagvenkar,105.0,India
3817881,2022-02-10,16:00:00.000,3,0,available,unscheduled,2022-04-03T18:07:32.891923,,18,1238,India,Indian Super league,108,2021/2022,2021,Jamshedpur,male,,105,India,"[{'id': 1000617, 'name': 'Owen Columba Coyle', 'nickname': None, 'dob': '1966-07-14', 'country': {'id': 201, 'name': 'Scotland'}}]",7283,Kerala Blasters,male,,105,India,"[{'id': 1000614, 'name': 'Ivan Vukomanović', 'nickname': None, 'dob': '1977-06-19', 'country': {'id': 203, 'name': 'Serbia'}}]",1.1.0,2,2,1,Regular Season,5810.0,GMC Athletic Stadium,105.0,India,1004981.0,Ashwin Mohanlal Kanojia,105.0,India
3817895,2022-02-09,16:00:00.000,0,5,available,unscheduled,2022-03-03T18:01:50.452351,,18,1238,India,Indian Super league,108,2021/2022,7290,Chennaiyin,male,,105,India,"[{'id': 1000842, 'name': 'Božidar Bandović', 'nickname': None, 'dob': '1969-08-30', 'country': {'id': 203, 'name': 'Serbia'}}]",7288,Goa,male,,105,India,"[{'id': 1000942, 'name': 'Derrick Pereira', 'nickname': None, 'dob': '1962-03-16', 'country': {'id': 105, 'name': 'India'}}]",1.1.0,2,2,1,Regular Season,1000401.0,Tilak Maidan Stadium,105.0,India,1004906.0,Crystal John,105.0,India
3817884,2022-02-08,16:00:00.000,1,2,available,unscheduled,2022-03-03T17:55:11.372765,,17,1238,India,Indian Super league,108,2021/2022,7289,Hyderabad,male,,105,India,"[{'id': 503, 'name': 'Manuel Márquez Roca', 'nickname': 'Manolo Márquez', 'dob': '1968-09-07', 'country': {'id': 214, 'name': 'Spain'}}]",7282,ATK Mohun Bagan,male,,105,India,"[{'id': 2815, 'name': 'Juan Ferrando Fenol', 'nickname': 'Juan Ferrando', 'dob': '1981-01-02', 'country': {'id': 214, 'name': 'Spain'}}]",1.1.0,2,2,1,Regular Season,5810.0,GMC Athletic Stadium,105.0,India,1004863.0,Harish Kundu,105.0,India
3817896,2022-02-07,16:00:00.000,1,2,available,unscheduled,2022-03-03T17:49:12.742614,,17,1238,India,Indian Super league,108,2021/2022,7286,East Bengal,male,,105,India,"[{'id': 1000962, 'name': 'Mario Rivera Campesino', 'nickname': 'Mario Rivera', 'dob': '1977-08-13', 'country': {'id': 214, 'name': 'Spain'}}]",7291,Odisha,male,,105,India,"[{'id': 1000992, 'name': 'Joaquín García', 'nickname': None, 'dob': None, 'country': {'id': 214, 'name': 'Spain'}}]",1.1.0,2,2,1,Regular Season,1000401.0,Tilak Maidan Stadium,105.0,India,2459.0,Arumughan Rowan,105.0,India
3817852,2022-02-06,16:00:00.000,0,1,available,unscheduled,2022-03-03T17:43:24.493733,,17,1238,India,Indian Super league,108,2021/2022,7290,Chennaiyin,male,,105,India,"[{'id': 1000842, 'name': 'Božidar Bandović', 'nickname': None, 'dob': '1969-08-30', 'country': {'id': 203, 'name': 'Serbia'}}]",7287,Mumbai City,male,,105,India,"[{'id': 1000803, 'name': 'Des Buckingham', 'nickname': None, 'dob': '1985-02-07', 'country': {'id': 68, 'name': 'England'}}]",1.1.0,2,2,1,Regular Season,1000400.0,Pandit Jawaharlal Nehru Stadium,105.0,India,1005029.0,Aditya Purkayastha,105.0,India
3817883,2022-02-05,16:00:00.000,3,1,available,unscheduled,2022-03-03T17:38:12.405606,,17,1238,India,Indian Super league,108,2021/2022,7284,Bengaluru,male,,105,India,"[{'id': 1000615, 'name': 'Marco Pezzaiuoli', 'nickname': None, 'dob': '1968-11-16', 'country': {'id': 85, 'name': 'Germany'}}]",2021,Jamshedpur,male,,105,India,"[{'id': 1000617, 'name': 'Owen Columba Coyle', 'nickname': None, 'dob': '1966-07-14', 'country': {'id': 201, 'name': 'Scotland'}}]",1.1.0,2,2,1,Regular Season,5810.0,GMC Athletic Stadium,105.0,India,1004997.0,Coimbatore Ramaswamy Srikrishna,105.0,India
3817886,2022-02-04,16:00:00.000,2,1,available,unscheduled,2022-03-03T17:33:11.361949,,17,1238,India,Indian Super league,108,2021/2022,7283,Kerala Blasters,male,,105,India,"[{'id': 1000614, 'name': 'Ivan Vukomanović', 'nickname': None, 'dob': '1977-06-19', 'country': {'id': 203, 'name': 'Serbia'}}]",7285,NorthEast United,male,,105,India,"[{'id': 1000616, 'name': 'Khalid Ahmed Jamil', 'nickname': None, 'dob': '1977-04-21', 'country': {'id': 105, 'name': 'India'}}]",1.1.0,2,2,1,Regular Season,1000401.0,Tilak Maidan Stadium,105.0,India,1004970.0,Pratik Mondal,105.0,India
3817864,2022-02-03,16:00:00.000,1,1,available,unscheduled,2022-03-03T17:27:42.794436,,16,1238,India,Indian Super league,108,2021/2022,7287,Mumbai City,male,,105,India,"[{'id': 1000803, 'name': 'Des Buckingham', 'nickname': None, 'dob': '1985-02-07', 'country': {'id': 68, 'name': 'England'}}]",7282,ATK Mohun Bagan,male,,105,India,"[{'id': 2815, 'name': 'Juan Ferrando Fenol', 'nickname': 'Juan Ferrando', 'dob': '1981-01-02', 'country': {'id': 214, 'name': 'Spain'}}]",1.1.0,2,2,1,Regular Season,1000400.0,Pandit Jawaharlal Nehru Stadium,105.0,India,1004912.0,Raul Gupta,105.0,India
3817882,2022-02-02,16:00:00.000,2,2,available,unscheduled,2022-04-03T18:02:38.565934,,16,1238,India,Indian Super league,108,2021/2022,7286,East Bengal,male,,105,India,"[{'id': 1000962, 'name': 'Mario Rivera Campesino', 'nickname': 'Mario Rivera', 'dob': '1977-08-13', 'country': {'id': 214, 'name': 'Spain'}}]",7290,Chennaiyin,male,,105,India,"[{'id': 1000842, 'name': 'Božidar Bandović', 'nickname': None, 'dob': '1969-08-30', 'country': {'id': 203, 'name': 'Serbia'}}]",1.1.0,2,2,1,Regular Season,1000401.0,Tilak Maidan Stadium,105.0,India,1004981.0,Ashwin Mohanlal Kanojia,105.0,India
3817894,2022-02-01,16:00:00.000,1,1,available,unscheduled,2022-03-03T17:14:42.699299,,16,1238,India,Indian Super league,108,2021/2022,7288,Goa,male,,105,India,"[{'id': 1000942, 'name': 'Derrick Pereira', 'nickname': None, 'dob': '1962-03-16', 'country': {'id': 105, 'name': 'India'}}]",7291,Odisha,male,,105,India,"[{'id': 1000992, 'name': 'Joaquín García', 'nickname': None, 'dob': None, 'country': {'id': 214, 'name': 'Spain'}}]",1.1.0,2,2,1,Regular Season,5810.0,GMC Athletic Stadium,105.0,India,1004958.0,Senthil Nathan,105.0,India
3817871,2022-01-31,16:00:00.000,0,5,available,unscheduled,2022-03-03T17:08:36.145458,,16,1238,India,Indian Super league,108,2021/2022,7285,NorthEast United,male,,105,India,"[{'id': 1000616, 'name': 'Khalid Ahmed Jamil', 'nickname': None, 'dob': '1977-04-21', 'country': {'id': 105, 'name': 'India'}}]",7289,Hyderabad,male,,105,India,"[{'id': 503, 'name': 'Manuel Márquez Roca', 'nickname': 'Manolo Márquez', 'dob': '1968-09-07', 'country': {'id': 214, 'name': 'Spain'}}]",1.1.0,2,2,1,Regular Season,1000400.0,Pandit Jawaharlal Nehru Stadium,105.0,India,1004922.0,Ramachandran Venkatesh,105.0,India
3817861,2022-01-30,16:00:00.000,0,1,available,unscheduled,2022-03-03T17:03:02.911228,,16,1238,India,Indian Super league,108,2021/2022,7283,Kerala Blasters,male,,105,India,"[{'id': 1000614, 'name': 'Ivan Vukomanović', 'nickname': None, 'dob': '1977-06-19', 'country': {'id': 203, 'name': 'Serbia'}}]",7284,Bengaluru,male,,105,India,"[{'id': 1000615, 'name': 'Marco Pezzaiuoli', 'nickname': None, 'dob': '1968-11-16', 'country': {'id': 85, 'name': 'Germany'}}]",1.1.0,2,2,1,Regular Season,1000401.0,Tilak Maidan Stadium,105.0,India,1004863.0,Harish Kundu,105.0,India
3817888,2022-01-29,16:00:00.000,3,1,available,unscheduled,2022-04-03T17:55:40.935153,,15,1238,India,Indian Super league,108,2021/2022,7282,ATK Mohun Bagan,male,,105,India,"[{'id': 2815, 'name': 'Juan Ferrando Fenol', 'nickname': 'Juan Ferrando', 'dob': '1981-01-02', 'country': {'id': 214, 'name': 'Spain'}}]",7286,East Bengal,male,,105,India,"[{'id': 1000962, 'name': 'Mario Rivera Campesino', 'nickname': 'Mario Rivera', 'dob': '1977-08-13', 'country': {'id': 214, 'name': 'Spain'}}]",1.1.0,2,2,1,Regular Season,1000400.0,Pandit Jawaharlal Nehru Stadium,105.0,India,1004906.0,Crystal John,105.0,India
3817875,2022-01-28,16:00:00.000,1,0,available,unscheduled,2022-12-01T19:55:45.397358,,15,1238,India,Indian Super league,108,2021/2022,2021,Jamshedpur,male,,105,India,"[{'id': 1000617, 'name': 'Owen Columba Coyle', 'nickname': None, 'dob': '1966-07-14', 'country': {'id': 201, 'name': 'Scotland'}}]",7288,Goa,male,,105,India,"[{'id': 1000942, 'name': 'Derrick Pereira', 'nickname': None, 'dob': '1962-03-16', 'country': {'id': 105, 'name': 'India'}}]",1.1.0,2,2,1,Regular Season,5810.0,GMC Athletic Stadium,105.0,India,1005029.0,Aditya Purkayastha,105.0,India
3817868,2022-01-26,16:00:00.000,3,0,available,unscheduled,2022-03-03T16:45:45.230435,,15,1238,India,Indian Super league,108,2021/2022,7284,Bengaluru,male,,105,India,"[{'id': 1000615, 'name': 'Marco Pezzaiuoli', 'nickname': None, 'dob': '1968-11-16', 'country': {'id': 85, 'name': 'Germany'}}]",7290,Chennaiyin,male,,105,India,"[{'id': 1000842, 'name': 'Božidar Bandović', 'nickname': None, 'dob': '1969-08-30', 'country': {'id': 203, 'name': 'Serbia'}}]",1.1.0,2,2,1,Regular Season,5810.0,GMC Athletic Stadium,105.0,India,1004970.0,Pratik Mondal,105.0,India
