true_t+1,true_t+2,true_t+3
15913.755679446725,10643.576330625963,5363.2893036176965
10624.570266651652,5107.693169822239,-0.7393249909833952
25798.913677520904,22662.773741613946,16099.073695508336
35480.645447189665,32961.07997242027,26175.867948702333
35962.94836331287,31695.517313661407,25349.064616469102
22614.866094156852,15468.240005093816,10254.386338715682
37642.098546638146,31281.95229240761,27555.459679944335
26031.817713206972,21672.926983491423,16990.686881459715
39705.017374055635,31803.18234817941,27648.245142569955
34601.77165762001,32329.344659702245,25765.657404801248
26344.507923268993,20958.63819717533,17067.131287341057
15768.566821824255,10454.905585619925,4999.681029181126
39112.24137675362,31632.742626380295,26283.791253628653
19579.47251344804,16612.463069315716,9825.605443578856
20787.37417030379,15122.914711079191,10651.734440519842
31614.386544844518,25187.135716473244,21624.38103602364
16032.12800372958,9887.831766019357,5167.319105358342
22131.49015673062,15738.735175988111,10623.588699221908
10510.551908402056,5543.224941947247,-0.16120768519404544
39534.52790789664,31012.56935516884,27586.823980336456
10307.337312417663,5159.238352327253,3.485810421582426
34615.291467225325,33556.51444668413,26302.451765580594
35274.34839494186,30488.12943037169,26517.53600113192
20513.045505988888,15249.321829295603,10738.261297478699
21922.933023031474,15845.324840319372,11144.977665312217
22908.16997484804,15547.93630293293,10250.192465637547
20992.92422031451,16263.132168186568,10194.6142438543
15899.103936492065,9716.145385470214,5265.91571049811
36674.1083155835,32477.541730415094,25763.908490522223
35092.878623019955,31556.615850839193,26319.210520413802
36880.551143727804,32604.316244805774,27060.635759416222
32531.151811132866,27655.287079814003,20821.55740460611
10723.390834380933,5338.59827437281,-0.6114953388586147
11335.768543683178,5378.971005690705,-0.31362846771823666
35246.118666497096,32593.19065715295,26803.080964855064
39159.62416066982,31371.567446691413,26940.165892580197
20090.413528074485,15565.505619102254,10654.850988745517
14990.346812616119,10048.715004789421,4914.582815715033
10477.103625676169,5337.512140023021,-0.018264319490111824
31445.144646608995,25941.069567967097,20404.643605470526
27000.123218767516,20378.165642096134,15338.62439514677
10705.618007733097,5120.370012948285,-0.6067341387671406
21033.964354757903,16358.099457907249,10446.729007263097
32345.945471752726,25022.712513719634,21367.185109919927
10834.672072522437,5239.85566389673,-0.16272310795155037
15322.293500979835,10298.607231871076,5122.566659790462
15201.707809934764,9523.280320308651,5150.82024356503
10083.745453131818,5331.899831268523,0.558907855283003
19608.8619573768,15019.333908173541,11159.288312491884
22036.343125864878,15358.306125277646,9690.338355767148
15638.405609763295,10216.772823591153,5213.855573474438
36042.51067973963,28712.92096225761,24962.731912866755
25759.58319115336,21115.72571398394,15155.156346929723
37897.79234549219,33308.3235184495,26031.150986591223
37111.51273401899,31761.325869111417,25807.176409258376
26738.710948873228,21833.817412530465,15290.302273165647
10432.189946672299,5647.453871076957,-0.019131067999307364
25980.109528766487,20726.786702891495,15937.151245222753
32084.868288941107,26715.046253403085,21765.48235326813
16687.43529089825,10708.968293177308,5064.343966549479
21232.094428011147,15699.201818052328,10234.129123408595
33213.326501679854,25907.963535417686,20393.224916478546
21108.480947233737,16685.15668209917,11224.59130526167
27123.32413238899,20121.836045694818,16689.136968874172
26943.21248591126,21316.519201769635,15849.74240034761
20787.867876718705,15524.417706442595,10324.106963232482
26652.993215268492,20971.66119092883,16369.371508395212
10317.762045027172,5555.4923820180165,-0.7637615279640971
26106.58985199119,22076.800193577456,16374.848958686693
21238.798596540444,15605.094916752207,10467.165518431873
15930.735185788888,10974.701169219623,5556.1179721870885
15697.772134302397,10398.239358898645,5055.994559679007
11286.784532832435,5315.045136575624,2.0129101638147215
16019.394589336582,10738.907247450454,4981.653439907318
15838.195253819315,10017.769768347476,5268.600179658468
27189.004827234166,20433.40153897873,16433.108072171297
16044.157825838072,10502.09752347575,5387.04888449731
32292.098423963114,26354.304934351112,21235.468864432612
25456.34624600283,19482.49745000954,15820.366618832333
32813.0485899739,26149.524769022013,21229.510640487566
25317.290001161942,20842.27828849801,16217.211595478107
16244.32353774043,10926.360393812098,4880.422500359697
27845.71955170059,19461.19483418994,16361.904405472724
26426.269409164965,20885.335778262623,16298.676833365918
19829.776218044546,16111.191685533606,10410.58909044178
35846.00620360421,30537.492284098356,26528.6965180808
10760.052751148563,5588.98867286314,-0.31671662894583935
30519.957812188062,27922.277144500902,22406.256735650033
20492.62270466106,17246.324372337735,10729.908337855177
15031.040316537094,10030.034897913698,5073.732344648186
34305.93523197466,32100.184049716798,26806.147375208326
25206.19155907909,21730.01974421328,15586.22887062866
15944.65475128466,10472.159408097163,5196.473426275383
26556.31887363071,20275.761459605594,16161.328265577306
10624.183640066789,5523.1595299967275,-0.8688556577906328
30637.20028035439,25030.642154361045,20805.074356634235
21234.566805182756,16335.249803785166,11229.939391454587
16269.384816997466,10599.025518771348,5495.886231911636
25692.366048472228,20651.22826782642,14649.188832698723
14471.92415404735,10647.346924595357,5132.724423563247
14708.283957903612,10467.627269000288,4994.451294062672
15825.220443613889,10746.166120335456,5197.230695219411
40023.036650662536,30501.247918567282,25243.199410673005
38093.938462373015,33153.37790600493,26597.58288343325
16109.926208572897,10230.081047092986,5516.62885548637
24623.570895613997,20332.096991086324,15316.571626217217
39410.25039508198,32899.417126763416,27867.317542323734
16426.772232730313,10645.904354897835,5329.5223609376435
16972.21065071634,10348.364606638766,5373.502397548818
37172.11350268257,32618.185984644962,26412.436646220005
26688.916137861317,20733.660498119443,16332.993370453794
38769.6531677536,32993.189317009186,25333.274869860124
37291.241237855844,30225.088816916366,25583.04635456836
15597.731050006318,10402.055233205461,5291.339105786132
37274.68814108576,30330.90223745085,26597.682303623897
36279.33334950209,30035.8473760578,25681.360040108473
10321.811005980215,5212.157883140772,-0.4602682711314804
20819.471057714163,14168.075212266373,11327.672939737358
27903.86834625424,19991.067280784286,14593.579271171697
32747.982378919023,27069.160466583686,21125.990920989436
21152.562941404532,15648.028596503442,9997.443974207144
10425.099262414577,5222.926266513523,-0.01901562141747438
11080.41359358409,5201.374178930531,0.42892478952254376
10476.295732214889,5604.892982412977,-0.01821130183631585
30423.65778394016,24557.48258288187,21282.10158021075
10163.473594070938,5405.209176989351,-0.3781095093866995
20590.796802976554,15717.404882565635,10194.997644161287
24436.236916900758,22311.431402493443,16228.343546668675
31522.31123473448,24866.44331386693,21916.55527580563
37887.97442981124,31400.05109023613,26424.353912687144
22061.073427025098,15318.402442410514,10532.265886027966
31230.72142455893,25685.062851126255,20673.160274944174
32367.99957902699,27634.469806266072,20785.423485031188
30192.860687927303,27916.790698266563,20909.100941054523
16860.741348143576,9460.11077596235,5707.2597830561235
34744.88969435062,29988.671678534887,25147.298084727525
21343.00301299448,16074.009754598457,10763.605688025067
16414.352318108133,10730.431697817561,5285.996375212685
32869.68031735081,24419.300300374052,22173.674687350904
29160.054376708027,26884.63826900411,22043.790966552737
15801.420638497279,10246.295346306691,5042.185058729789
14378.900321457539,10821.998978210499,4974.817319935663
32442.295464853378,27141.307161459965,21399.90009638876
10429.369557008158,5580.068617938461,-0.55703828195293
15867.387874065747,10901.510210505212,5238.0547945853905
26069.50155006826,20876.29702810038,16140.912877326455
26104.960893768475,21903.735321475488,14910.366915325954
20025.96287647321,16628.46608714092,10353.464590984893
21450.193571339183,15334.126506276132,10413.356126727867
10750.098214439402,5401.918898670594,-0.7581436965540648
20998.651768952168,15259.976389943835,10672.378768915209
21392.258486621962,16540.79683628157,10943.953536250585
29851.194396689385,27921.259058009,21155.528540384777
16897.439025666823,10025.256200916203,5493.111518159944
34374.965863861544,32561.748071135175,26471.658590328272
9990.554131308143,4972.9076678040265,1.5207084198798846
25169.098694240063,21456.51184431122,16458.859863785085
30348.72560971528,26497.02956535509,21725.50825534419
15695.103608648918,11011.062073918598,5478.059044112244
32665.643542805465,26044.570904835913,20539.715097646833
25595.74732263523,20711.755898525906,16912.883824802208
30263.36480587918,27425.238797339913,21553.91159168437
20287.936050854678,15780.462321648176,10850.279835828222
32445.061551001356,27215.04205901043,22237.413903709134
33874.25825634744,24854.853582393258,20862.68937143038
10033.292084303555,5232.748866966262,-0.4605047808184218
36661.955507139646,33945.27909617746,26365.081040669756
37565.6438727382,30339.85466949032,25199.669616811032
31611.929658079185,28034.301649629844,20602.66901867806
16734.704447146556,10195.80687289044,5207.7431803770505
32553.946323161443,24547.599914207436,20321.64811967184
15393.308849085573,10317.856724640707,5229.234038019937
25763.53213307892,21693.172521834807,16399.854907402005
31900.736770640175,26500.219367850186,20943.00545180347
37918.183028687505,30913.656528478426,24928.682163261557
25123.347260678733,21095.10743198613,15410.432024225005
31648.958074346152,25824.943926556127,18517.847209622116
35036.18911102064,32674.251346479014,27409.755969240745
36837.78785166265,31802.588950397803,25325.921799488126
10653.096347662942,5431.580427583645,1.4861743546581876
31242.15793734219,23985.258805223428,21454.71409655915
21031.381098441107,16650.43209713619,11186.093160806278
36283.8874581194,30215.141554799015,26066.020675262265
22198.14136009877,16160.747060660418,9810.91280722767
26507.89945691261,21345.968803679072,15690.909572096658
32054.506353982088,26183.257816128607,21941.636427656245
10757.35017782086,4915.322943872662,-0.6480649580027241
10901.83650957189,5203.309057279093,-0.44550677069887523
10048.903743043353,5081.012551999437,-0.5983974453839405
28816.891780775797,26131.300788331017,19287.065315176904
10101.478833112898,5014.542785654546,-0.18236766890320016
15961.453902032878,10107.883306927204,5120.4389394883265
37137.07662987559,34441.854403877005,24197.631717327575
26406.468588797023,20732.46313843747,15599.962307961874
32401.588858891206,25916.54126807817,20207.2549428529
33242.464569920754,27347.822032980173,22244.296113643562
25292.4818969341,21752.862791795375,14991.219269285037
33515.03093697337,26467.880926752467,21972.937219666306
16061.228874307448,9577.328625188668,5346.709808259727
10343.398935730906,4985.133011514605,0.4044923138946786
36168.069478730926,31297.659610758372,26140.046793654034
38418.10104631888,31585.26772294882,24989.13489767296
15773.783680531096,10960.595003711705,4925.755663495064
32380.294938973395,25525.911894620935,20203.373383549522
14819.475022263727,11545.111611257713,5196.523110150714
10234.92346135497,5124.861931056382,0.12890683467414304
14976.789551475733,10553.12886674887,5088.301468454227
35514.15557607646,31956.834296441866,25609.257495714828
15803.39825174736,10197.633227776269,5204.855347782643
16081.744964347332,10540.846656754258,5241.162415153019
10633.595553444264,5182.0781346149615,0.5829341896228298
24491.073029740754,20496.176371966463,15427.350656264069
33037.42041369579,27736.129636379752,20890.19671049612
27053.510266952682,21287.943366483232,15986.054828912458
20270.340623978387,16449.795519901163,10645.106625558898
16391.364443732728,11097.716626993597,5184.717518804464
10378.578766335675,5045.526722521901,0.5634137501069572
14804.075755729169,10314.624237396167,5142.667765670112
20155.908907311907,15728.269426456509,10668.334991717862
26388.415261504248,19224.927356525273,15267.407908635934
37929.09069288123,31359.69375347847,26817.39203095114
36594.50298151308,33515.76290965936,27212.715983280163
36346.70568605687,32277.256069482468,26550.316959122953
32778.348130281534,26689.006055644822,21866.548525986043
33607.53102804692,30239.34052056766,26835.58864372098
11002.800399876636,5169.523484087478,-0.8339534967602601
10703.681827647459,5106.153398775497,-0.40002609696674285
27624.314313481467,20902.929279661203,15217.802602331796
11107.205538942115,4856.519965188022,0.5533161479709512
36512.96158583235,31240.454958154514,26327.64569467676
33178.66457409525,27636.723866248372,20275.33704326486
10727.132269801205,5637.054934368561,1.4658354256518478
9525.916672192212,4934.249202410166,1.8128630830363055
15319.970251538363,10952.168007534185,4924.480501528966
32331.74845425459,25708.98203832987,20502.975242946184
22243.186153328385,16735.65772178151,10965.730872155304
10516.796548001355,5189.10165294759,-0.16975702646954552
36187.09309059145,30317.69258805079,25164.49349714256
25967.4352927773,21024.90859831364,16529.278473446324
10914.329622294512,5499.408866638791,0.41335521937074354
31789.059296680185,27648.10421719817,19888.860063809498
