match_id,match_date,kick_off,competition,season,home_team,away_team,home_score,away_score,match_status,match_status_360,last_updated,last_updated_360,metadata,match_week,competition_stage,stadium,referee
3869685,2022-12-18,17:00:00.000,"{'competition_id': 43, 'country_name': 'International', 'competition_name': 'FIFA World Cup'}","{'season_id': 106, 'season_name': '2022'}","{'home_team_id': 779, 'home_team_name': 'Argentina', 'home_team_gender': 'male', 'home_team_group': None, 'country': {'id': 11, 'name': 'Argentina'}, 'managers': [{'id': 5677, 'name': 'Lionel Sebastián Scaloni', 'nickname': None, 'dob': '1978-05-16', 'country': {'id': 11, 'name': 'Argentina'}}]}","{'away_team_id': 771, 'away_team_name': 'France', 'away_team_gender': 'male', 'away_team_group': None, 'country': {'id': 78, 'name': 'France'}, 'managers': [{'id': 545, 'name': 'Didier Deschamps', 'nickname': None, 'dob': '1968-10-15', 'country': {'id': 78, 'name': 'France'}}]}",3,3,available,available,2023-02-20T07:27:19.374380,2023-08-17T15:55:15.164685,"{'data_version': '1.1.0', 'shot_fidelity_version': '2', 'xy_fidelity_version': '2'}",7,"{'id': 26, 'name': 'Final'}","{'id': 1001114, 'name': 'Lusail Stadium', 'country': {'id': 185, 'name': 'Qatar'}}","{'id': 367, 'name': 'Szymon Marciniak', 'country': {'id': 182, 'name': 'Poland'}}"
3857260,2022-11-30,21:00:00.000,"{'competition_id': 43, 'country_name': 'International', 'competition_name': 'FIFA World Cup'}","{'season_id': 106, 'season_name': '2022'}","{'home_team_id': 799, 'home_team_name': 'Saudi Arabia', 'home_team_gender': 'male', 'home_team_group': 'C', 'country': {'id': 200, 'name': 'Saudi Arabia'}, 'managers': [{'id': 642, 'name': 'Hervé Renard', 'nickname': None, 'dob': '1968-09-30', 'country': {'id': 78, 'name': 'France'}}]}","{'away_team_id': 794, 'away_team_name': 'Mexico', 'away_team_gender': 'male', 'away_team_group': 'C', 'country': {'id': 147, 'name': 'Mexico'}, 'managers': [{'id': 163, 'name': 'Gerardo Daniel Martino', 'nickname': 'Gerardo Martino', 'dob': '1962-11-20', 'country': {'id': 11, 'name': 'Argentina'}}]}",1,2,available,available,2023-03-30T20:21:10.050738,2023-04-27T00:02:11.099509,"{'data_version': '1.1.0', 'shot_fidelity_version': '2', 'xy_fidelity_version': '2'}",3,"{'id': 10, 'name': 'Group Stage'}","{'id': 1001114, 'name': 'Lusail Stadium', 'country': {'id': 185, 'name': 'Qatar'}}","{'id': 1, 'name': 'Michael Oliver', 'country': {'id': 68, 'name': 'England'}}"
3857264,2022-11-30,21:00:00.000,"{'competition_id': 43, 'country_name': 'International', 'competition_name': 'FIFA World Cup'}","{'season_id': 106, 'season_name': '2022'}","{'home_team_id': 789, 'home_team_name': 'Poland', 'home_team_gender': 'male', 'home_team_group': 'C', 'country': {'id': 182, 'name': 'Poland'}, 'managers': [{'id': 5294, 'name': 'Czesław Michniewicz', 'nickname': None, 'dob': '1970-02-12', 'country': {'id': 182, 'name': 'Poland'}}]}","{'away_team_id': 779, 'away_team_name': 'Argentina', 'away_team_gender': 'male', 'away_team_group': 'C', 'country': {'id': 11, 'name': 'Argentina'}, 'managers': [{'id': 5677, 'name': 'Lionel Sebastián Scaloni', 'nickname': None, 'dob': '1978-05-16', 'country': {'id': 11, 'name': 'Argentina'}}]}",0,2,available,available,2023-07-25T08:24:09.695404,2023-07-25T09:10:13.832053,"{'data_version': '1.1.0', 'shot_fidelity_version': '2', 'xy_fidelity_version': '2'}",3,"{'id': 10, 'name': 'Group Stage'}","{'id': 1001115, 'name': 'Stadium 974', 'country': {'id': 185, 'name': 'Qatar'}}","{'id': 293, 'name': 'Danny Desmond Makkelie', 'country': {'id': 160, 'name': 'Netherlands'}}"
3857266,2022-11-26,18:00:00.000,"{'competition_id': 43, 'country_name': 'International', 'competition_name': 'FIFA World Cup'}","{'season_id': 106, 'season_name': '2022'}","{'home_team_id': 771, 'home_team_name': 'France', 'home_team_gender': 'male', 'home_team_group': 'D', 'country': {'id': 78, 'name': 'France'}, 'managers': [{'id': 545, 'name': 'Didier Deschamps', 'nickname': None, 'dob': '1968-10-15', 'country': {'id': 78, 'name': 'France'}}]}","{'away_team_id': 776, 'away_team_name': 'Denmark', 'away_team_gender': 'male', 'away_team_group': 'D', 'country': {'id': 61, 'name': 'Denmark'}, 'managers': [{'id': 255, 'name': 'Kasper Hjulmand', 'nickname': None, 'dob': '1972-04-09', 'country': {'id': 61, 'name': 'Denmark'}}]}",2,1,available,available,2023-08-03T07:22:32.358478,2023-08-03T07:25:02.572748,"{'data_version': '1.1.0', 'shot_fidelity_version': '2', 'xy_fidelity_version': '2'}",2,"{'id': 10, 'name': 'Group Stage'}","{'id': 1001115, 'name': 'Stadium 974', 'country': {'id': 185, 'name': 'Qatar'}}","{'id': 367, 'name': 'Szymon Marciniak', 'country': {'id': 182, 'name': 'Poland'}}"
3857289,2022-11-26,21:00:00.000,"{'competition_id': 43, 'country_name': 'International', 'competition_name': 'FIFA World Cup'}","{'season_id': 106, 'season_name': '2022'}","{'home_team_id': 779, 'home_team_name': 'Argentina', 'home_team_gender': 'male', 'home_team_group': 'C', 'country': {'id': 11, 'name': 'Argentina'}, 'managers': [{'id': 5677, 'name': 'Lionel Sebastián Scaloni', 'nickname': None, 'dob': '1978-05-16', 'country': {'id': 11, 'name': 'Argentina'}}]}","{'away_team_id': 794, 'away_team_name': 'Mexico', 'away_team_gender': 'male', 'away_team_group': 'C', 'country': {'id': 147, 'name': 'Mexico'}, 'managers': [{'id': 163, 'name': 'Gerardo Daniel Martino', 'nickname': 'Gerardo Martino', 'dob': '1962-11-20', 'country': {'id': 11, 'name': 'Argentina'}}]}",2,0,available,available,2023-02-08T14:48:48.516858,2023-06-20T11:57:08.547882,"{'data_version': '1.1.0', 'shot_fidelity_version': '2', 'xy_fidelity_version': '2'}",2,"{'id': 10, 'name': 'Group Stage'}","{'id': 1001114, 'name': 'Lusail Stadium', 'country': {'id': 185, 'name': 'Qatar'}}","{'id': 269, 'name': 'Daniele Orsato', 'country': {'id': 112, 'name': 'Italy'}}"
3857269,2022-11-28,18:00:00.000,"{'competition_id': 43, 'country_name': 'International', 'competition_name': 'FIFA World Cup'}","{'season_id': 106, 'season_name': '2022'}","{'home_team_id': 781, 'home_team_name': 'Brazil', 'home_team_gender': 'male', 'home_team_group': 'G', 'country': {'id': 31, 'name': 'Brazil'}, 'managers': [{'id': 547, 'name': 'Adenor Leonardo Bacchi', 'nickname': 'Tite', 'dob': '1961-05-25', 'country': {'id': 31, 'name': 'Brazil'}}]}","{'away_team_id': 773, 'away_team_name': 'Switzerland', 'away_team_gender': 'male', 'away_team_group': 'G', 'country': {'id': 221, 'name': 'Switzerland'}, 'managers': [{'id': 2832, 'name': 'Murat Yakin', 'nickname': None, 'dob': '1974-09-15', 'country': {'id': 221, 'name': 'Switzerland'}}]}",1,0,available,available,2023-03-28T12:54:30.503171,2023-07-11T15:07:29.255525,"{'data_version': '1.1.0', 'shot_fidelity_version': '2', 'xy_fidelity_version': '2'}",2,"{'id': 10, 'name': 'Group Stage'}","{'id': 1001115, 'name': 'Stadium 974', 'country': {'id': 185, 'name': 'Qatar'}}","{'id': 1834, 'name': 'Ivan Arcides Barton Cisneros', 'country': {'id': 67, 'name': 'El Salvador'}}"
3857294,2022-11-29,17:00:00.000,"{'competition_id': 43, 'country_name': 'International', 'competition_name': 'FIFA World Cup'}","{'season_id': 106, 'season_name': '2022'}","{'home_team_id': 941, 'home_team_name': 'Netherlands', 'home_team_gender': 'male', 'home_team_group': 'A', 'country': {'id': 160, 'name': 'Netherlands'}, 'managers': [{'id': 788, 'name': 'Louis van Gaal', 'nickname': None, 'dob': '1951-08-08', 'country': {'id': 160, 'name': 'Netherlands'}}]}","{'away_team_id': 3566, 'away_team_name': 'Qatar', 'away_team_gender': 'male', 'away_team_group': 'A', 'country': {'id': 185, 'name': 'Qatar'}, 'managers': [{'id': 5710, 'name': 'Félix Sánchez Bas', 'nickname': 'Félix Sánchez', 'dob': '1975-12-13', 'country': {'id': 214, 'name': 'Spain'}}]}",2,0,available,available,2023-02-03T13:22:36.184520,2023-06-20T16:05:32.013096,"{'data_version': '1.1.0', 'shot_fidelity_version': '2', 'xy_fidelity_version': '2'}",3,"{'id': 10, 'name': 'Group Stage'}","{'id': 1001113, 'name': 'Al Bayt Stadium', 'country': {'id': 185, 'name': 'Qatar'}}","{'id': 736, 'name': 'Bakary Papa Gassama', 'country': {'id': 83, 'name': 'Gambia'}}"
3869254,2022-12-06,21:00:00.000,"{'competition_id': 43, 'country_name': 'International', 'competition_name': 'FIFA World Cup'}","{'season_id': 106, 'season_name': '2022'}","{'home_team_id': 780, 'home_team_name': 'Portugal', 'home_team_gender': 'male', 'home_team_group': None, 'country': {'id': 183, 'name': 'Portugal'}, 'managers': [{'id': 607, 'name': 'Fernando Manuel Fernandes da Costa Santos', 'nickname': 'Fernando Santos', 'dob': '1954-10-10', 'country': {'id': 183, 'name': 'Portugal'}}]}","{'away_team_id': 773, 'away_team_name': 'Switzerland', 'away_team_gender': 'male', 'away_team_group': None, 'country': {'id': 221, 'name': 'Switzerland'}, 'managers': [{'id': 2832, 'name': 'Murat Yakin', 'nickname': None, 'dob': '1974-09-15', 'country': {'id': 221, 'name': 'Switzerland'}}]}",6,1,available,available,2023-07-29T08:57:37.518627,2023-07-29T08:59:00.508552,"{'data_version': '1.1.0', 'shot_fidelity_version': '2', 'xy_fidelity_version': '2'}",4,"{'id': 33, 'name': 'Round of 16'}","{'id': 1001114, 'name': 'Lusail Stadium', 'country': {'id': 185, 'name': 'Qatar'}}","{'id': 740, 'name': 'César Arturo Ramos Palazuelos', 'country': {'id': 147, 'name': 'Mexico'}}"
3869118,2022-12-04,21:00:00.000,"{'competition_id': 43, 'country_name': 'International', 'competition_name': 'FIFA World Cup'}","{'season_id': 106, 'season_name': '2022'}","{'home_team_id': 768, 'home_team_name': 'England', 'home_team_gender': 'male', 'home_team_group': None, 'country': {'id': 68, 'name': 'England'}, 'managers': [{'id': 277, 'name': 'Gareth Southgate', 'nickname': None, 'dob': '1970-09-03', 'country': {'id': 68, 'name': 'England'}}]}","{'away_team_id': 787, 'away_team_name': 'Senegal', 'away_team_gender': 'male', 'away_team_group': None, 'country': {'id': 202, 'name': 'Senegal'}, 'managers': [{'id': 635, 'name': 'Aliou Cissé', 'nickname': None, 'dob': '1976-03-24', 'country': {'id': 202, 'name': 'Senegal'}}]}",3,0,available,available,2023-07-15T22:01:09.812380,2023-07-15T22:01:52.119586,"{'data_version': '1.1.0', 'shot_fidelity_version': '2', 'xy_fidelity_version': '2'}",4,"{'id': 33, 'name': 'Round of 16'}","{'id': 1001113, 'name': 'Al Bayt Stadium', 'country': {'id': 185, 'name': 'Qatar'}}","{'id': 1834, 'name': 'Ivan Arcides Barton Cisneros', 'country': {'id': 67, 'name': 'El Salvador'}}"
3869684,2022-12-17,17:00:00.000,"{'competition_id': 43, 'country_name': 'International', 'competition_name': 'FIFA World Cup'}","{'season_id': 106, 'season_name': '2022'}","{'home_team_id': 785, 'home_team_name': 'Croatia', 'home_team_gender': 'male', 'home_team_group': None, 'country': {'id': 56, 'name': 'Croatia'}, 'managers': [{'id': 307, 'name': 'Zlatko Dalić', 'nickname': None, 'dob': '1966-10-26', 'country': {'id': 56, 'name': 'Croatia'}}]}","{'away_team_id': 788, 'away_team_name': 'Morocco', 'away_team_gender': 'male', 'away_team_group': None, 'country': {'id': 154, 'name': 'Morocco'}, 'managers': [{'id': 1001086, 'name': 'Hoalid Regragui', 'nickname': None, 'dob': '1975-09-23', 'country': {'id': 154, 'name': 'Morocco'}}]}",2,1,available,available,2023-02-20T08:56:30.908564,2023-04-26T22:18:59.308194,"{'data_version': '1.1.0', 'shot_fidelity_version': '2', 'xy_fidelity_version': '2'}",7,"{'id': 25, 'name': '3rd Place Final'}","{'id': 1000253, 'name': 'Sheikh Khalifa International Stadium', 'country': {'id': 185, 'name': 'Qatar'}}","{'id': 2521, 'name': 'Abdulrahman Ibrahim Al Jassim', 'country': {'id': 185, 'name': 'Qatar'}}"
3869519,2022-12-13,21:00:00.000,"{'competition_id': 43, 'country_name': 'International', 'competition_name': 'FIFA World Cup'}","{'season_id': 106, 'season_name': '2022'}","{'home_team_id': 779, 'home_team_name': 'Argentina', 'home_team_gender': 'male', 'home_team_group': None, 'country': {'id': 11, 'name': 'Argentina'}, 'managers': [{'id': 5677, 'name': 'Lionel Sebastián Scaloni', 'nickname': None, 'dob': '1978-05-16', 'country': {'id': 11, 'name': 'Argentina'}}]}","{'away_team_id': 785, 'away_team_name': 'Croatia', 'away_team_gender': 'male', 'away_team_group': None, 'country': {'id': 56, 'name': 'Croatia'}, 'managers': [{'id': 307, 'name': 'Zlatko Dalić', 'nickname': None, 'dob': '1966-10-26', 'country': {'id': 56, 'name': 'Croatia'}}]}",3,0,available,available,2023-04-19T06:53:52.197711,2023-04-26T22:32:37.808359,"{'data_version': '1.1.0', 'shot_fidelity_version': '2', 'xy_fidelity_version': '2'}",6,"{'id': 15, 'name': 'Semi-finals'}","{'id': 1001114, 'name': 'Lusail Stadium', 'country': {'id': 185, 'name': 'Qatar'}}","{'id': 269, 'name': 'Daniele Orsato', 'country': {'id': 112, 'name': 'Italy'}}"
3869354,2022-12-10,21:00:00.000,"{'competition_id': 43, 'country_name': 'International', 'competition_name': 'FIFA World Cup'}","{'season_id': 106, 'season_name': '2022'}","{'home_team_id': 768, 'home_team_name': 'England', 'home_team_gender': 'male', 'home_team_group': None, 'country': {'id': 68, 'name': 'England'}, 'managers': [{'id': 277, 'name': 'Gareth Southgate', 'nickname': None, 'dob': '1970-09-03', 'country': {'id': 68, 'name': 'England'}}]}","{'away_team_id': 771, 'away_team_name': 'France', 'away_team_gender': 'male', 'away_team_group': None, 'country': {'id': 78, 'name': 'France'}, 'managers': [{'id': 545, 'name': 'Didier Deschamps', 'nickname': None, 'dob': '1968-10-15', 'country': {'id': 78, 'name': 'France'}}]}",1,2,available,available,2023-03-21T07:09:52.867230,2023-04-26T22:57:33.780657,"{'data_version': '1.1.0', 'shot_fidelity_version': '2', 'xy_fidelity_version': '2'}",5,"{'id': 11, 'name': 'Quarter-finals'}","{'id': 1001113, 'name': 'Al Bayt Stadium', 'country': {'id': 185, 'name': 'Qatar'}}","{'id': 986, 'name': 'Wilton Pereira Sampaio', 'country': {'id': 31, 'name': 'Brazil'}}"
3869552,2022-12-14,21:00:00.000,"{'competition_id': 43, 'country_name': 'International', 'competition_name': 'FIFA World Cup'}","{'season_id': 106, 'season_name': '2022'}","{'home_team_id': 771, 'home_team_name': 'France', 'home_team_gender': 'male', 'home_team_group': None, 'country': {'id': 78, 'name': 'France'}, 'managers': [{'id': 545, 'name': 'Didier Deschamps', 'nickname': None, 'dob': '1968-10-15', 'country': {'id': 78, 'name': 'France'}}]}","{'away_team_id': 788, 'away_team_name': 'Morocco', 'away_team_gender': 'male', 'away_team_group': None, 'country': {'id': 154, 'name': 'Morocco'}, 'managers': [{'id': 1001086, 'name': 'Hoalid Regragui', 'nickname': None, 'dob': '1975-09-23', 'country': {'id': 154, 'name': 'Morocco'}}]}",2,0,available,available,2023-03-18T06:06:29.317928,2023-04-26T22:30:45.010084,"{'data_version': '1.1.0', 'shot_fidelity_version': '2', 'xy_fidelity_version': '2'}",6,"{'id': 15, 'name': 'Semi-finals'}","{'id': 1001113, 'name': 'Al Bayt Stadium', 'country': {'id': 185, 'name': 'Qatar'}}","{'id': 740, 'name': 'César Arturo Ramos Palazuelos', 'country': {'id': 147, 'name': 'Mexico'}}"
